,Team,ScoreDescending,Overs,RPO,Inns,Result,Opposition,Ground,Start_Date,Year,Runs,Range
1777,Pakistan,205,49.1,4.16,1,lost,vSouth Africa,Benoni,24 Mar 2013,2013,205,B'twn 200 & 300 runs
1778,West Indies,205/6,36.4,5.59,2,won,vIreland,Kingston,23 Feb 2014,2014,205,B'twn 200 & 300 runs
1779,Scotland,205,48.4,4.21,1,lost,vHong Kong,Abu Dhabi,22 Jan 2017,2017,205,B'twn 200 & 300 runs
1780,West Indies,204/4,47.5,4.26,2,won,vZimbabwe,Kingston,19 Mar 2007,2007,204,B'twn 200 & 300 runs
1781,U.A.E.,204,45.4,4.46,2,lost,vBangladesh,Lahore,24 Jun 2008,2008,204,B'twn 200 & 300 runs
1782,Sri Lanka,204,49.0,4.16,2,lost,vIndia,Colombo (RPS),24 Aug 2008,2008,204,B'twn 200 & 300 runs
1783,Pakistan,204,49.1,4.14,2,lost,vNew Zealand,Abu Dhabi,9 Nov 2009,2009,204,B'twn 200 & 300 runs
1784,Australia,204/8,50.0,4.08,1,won,vWest Indies,Kingstown,16 Mar 2012,2012,204,B'twn 200 & 300 runs
1785,Pakistan,204,46.2,4.4,2,lost,vSri Lanka,Pallekele,9 Jun 2012,2012,204,B'twn 200 & 300 runs
1786,Bangladesh,204/9,50.0,4.08,1,lost,vSri Lanka,Dhaka,6 Mar 2014,2014,204,B'twn 200 & 300 runs
1787,South Africa,204,49.3,4.12,1,lost,vNew Zealand,Potchefstroom,23 Aug 2015,2015,204,B'twn 200 & 300 runs
1788,West Indies,204,38.0,5.36,2,lost,vSouth Africa,Basseterre,15 Jun 2016,2016,204,B'twn 200 & 300 runs
1789,England,204,44.4,4.56,2,lost,vBangladesh,Dhaka,9 Oct 2016,2016,204,B'twn 200 & 300 runs
1790,Kenya,203/3,43.2,4.68,2,won,vCanada,Gros Islet,14 Mar 2007,2007,203,B'twn 200 & 300 runs
1791,Scotland,203/9,46.0,4.41,1,lost,vIndia,Glasgow,16 Aug 2007,2007,203,B'twn 200 & 300 runs
1792,New Zealand,203/4,42.4,4.75,2,won,vBangladesh,Auckland,26 Dec 2007,2007,203,B'twn 200 & 300 runs
1793,Australia,203/9,50.0,4.06,1,won,vIndia,Adelaide,17 Feb 2008,2008,203,B'twn 200 & 300 runs
1794,Zimbabwe,203/3,35.0,5.8,2,won,vKenya,Nairobi (Gym),4 Feb 2009,2009,203,B'twn 200 & 300 runs
1795,England,203/9,50.0,4.06,1,won,vIreland,Belfast,27 Aug 2009,2009,203,B'twn 200 & 300 runs
1796,Sri Lanka,203/1,34.4,5.85,2,won,vZimbabwe,Harare,9 Jun 2010,2010,203,B'twn 200 & 300 runs
1797,Afghanistan,203/4,42.3,4.77,2,won,vNetherlands,The Hague,7 Jul 2010,2010,203,B'twn 200 & 300 runs
1798,Bangladesh,203,45.0,4.51,2,lost,vEngland,Birmingham,12 Jul 2010,2010,203,B'twn 200 & 300 runs
1799,Sri Lanka,203/3,43.4,4.64,1,n/r,vNew Zealand,Dambulla,19 Aug 2010,2010,203,B'twn 200 & 300 runs
1800,Pakistan,203,49.0,4.14,1,lost,vSouth Africa,Abu Dhabi,29 Oct 2010,2010,203,B'twn 200 & 300 runs
1801,West Indies,203,50.0,4.06,1,lost,vSri Lanka,Colombo (SSC),3 Feb 2011,2011,203,B'twn 200 & 300 runs
1802,Bangladesh,203/4,36.4,5.53,2,won,vZimbabwe,Bulawayo,19 Aug 2011,2011,203,B'twn 200 & 300 runs
1803,Afghanistan,203/3,33.5,6.0,2,won,vScotland,Sharjah,6 Mar 2013,2013,203,B'twn 200 & 300 runs
1804,India,203/9,49.4,4.08,2,won,vSri Lanka,Port of Spain,11 Jul 2013,2013,203,B'twn 200 & 300 runs
1805,New Zealand,203/6,23.0,8.82,2,won,vSri Lanka,Hambantota,12 Nov 2013,2013,203,B'twn 200 & 300 runs
1806,P.N.G.,203/6,39.0,5.2,2,won,vHong Kong,Townsville,8 Nov 2014,2014,203,B'twn 200 & 300 runs
1807,Pakistan,203,37.2,5.43,2,lost,vSri Lanka,Hambantota,26 Jul 2015,2015,203,B'twn 200 & 300 runs
1808,Ireland,203/2,41.5,4.85,2,won,vU.A.E.,ICCA Dubai,4 Mar 2017,2017,203,B'twn 200 & 300 runs
1809,Zimbabwe,202/5,50.0,4.04,1,lost,vWest Indies,Kingston,19 Mar 2007,2007,202,B'twn 200 & 300 runs
1810,Pakistan,202/4,48.1,4.19,2,won,vSouth Africa,Faisalabad,23 Oct 2007,2007,202,B'twn 200 & 300 runs
1811,Bangladesh,202/3,45.3,4.43,2,won,vNew Zealand,Dhaka,9 Oct 2008,2008,202,B'twn 200 & 300 runs
1812,Australia,202/4,31.1,6.48,2,won,vNew Zealand,Auckland,11 Mar 2010,2010,202,B'twn 200 & 300 runs
1813,Netherlands,202/8,50.0,4.04,1,lost,vAfghanistan,The Hague,7 Jul 2010,2010,202,B'twn 200 & 300 runs
1814,Ireland,202,49.2,4.09,1,lost,vWest Indies,Kingston,23 Feb 2014,2014,202,B'twn 200 & 300 runs
1815,Hong Kong,202,48.3,4.16,1,lost,vP.N.G.,Townsville,8 Nov 2014,2014,202,B'twn 200 & 300 runs
1816,England,202,41.3,4.86,2,lost,vSri Lanka,Pallekele,13 Dec 2014,2014,202,B'twn 200 & 300 runs
1817,South Africa,202,33.3,6.02,2,lost,vPakistan,Auckland,7 Mar 2015,2015,202,B'twn 200 & 300 runs
1818,Sri Lanka,202,42.4,4.73,2,lost,vEngland,Cardiff,2 Jul 2016,2016,202,B'twn 200 & 300 runs
1819,U.A.E.,202,47.5,4.22,1,lost,vIreland,ICCA Dubai,4 Mar 2017,2017,202,B'twn 200 & 300 runs
1820,Netherlands,201/2,35.0,5.74,2,won,vCanada,Nairobi (Ruaraka),30 Jan 2007,2007,201,B'twn 200 & 300 runs
1821,Bangladesh,201,46.3,4.32,1,lost,vNew Zealand,Auckland,26 Dec 2007,2007,201,B'twn 200 & 300 runs
1822,Bermuda,201/8,50.0,4.02,1,won,vCanada,King City (NW),29 Jun 2008,2008,201,B'twn 200 & 300 runs
1823,New Zealand,201/9,50.0,4.02,1,lost,vBangladesh,Dhaka,9 Oct 2008,2008,201,B'twn 200 & 300 runs
1824,India,201/0,23.3,8.55,2,won,vNew Zealand,Hamilton,11 Mar 2009,2009,201,B'twn 200 & 300 runs
1825,England,201/8,42.0,4.78,1,won,vIreland,Dublin,25 Aug 2011,2011,201,B'twn 200 & 300 runs
1826,Kenya,201/3,42.4,4.71,2,won,vIreland,Mombasa,18 Feb 2012,2012,201,B'twn 200 & 300 runs
1827,England,201/2,47.5,4.2,2,won,vAustralia,Chester-le-Street,7 Jul 2012,2012,201,B'twn 200 & 300 runs
1828,Bangladesh,201/3,40.2,4.98,2,won,vWest Indies,Khulna,30 Nov 2012,2012,201,B'twn 200 & 300 runs
1829,Sri Lanka,201,48.5,4.11,1,lost,vIndia,Port of Spain,11 Jul 2013,2013,201,B'twn 200 & 300 runs
1830,England,201/7,46.5,4.29,2,won,vIndia,Perth,30 Jan 2015,2015,201,B'twn 200 & 300 runs
1831,P.N.G.,201,45.5,4.38,1,won,vHong Kong,Mong Kok,6 Nov 2016,2016,201,B'twn 200 & 300 runs
1832,Canada,200,44.0,4.54,1,lost,vNetherlands,Nairobi (Ruaraka),30 Jan 2007,2007,200,B'twn 200 & 300 runs
